"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 22 03:45:17 GMT 2022","Sat Oct 22 03:45:18 GMT 2022","360","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherTest","rowTableMatcherTest",""
"passed","Sat Oct 22 03:44:58 GMT 2022","Sat Oct 22 03:44:59 GMT 2022","740","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnTestIndex","dataColumnTestIndex",""
"passed","Sat Oct 22 03:45:08 GMT 2022","Sat Oct 22 03:45:12 GMT 2022","3973","JDI-Light Performance","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","menuTest","menuTest",""
"passed","Sat Oct 22 03:44:59 GMT 2022","Sat Oct 22 03:45:00 GMT 2022","653","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataFilterTest","dataFilterTest",""
"passed","Sat Oct 22 03:45:44 GMT 2022","Sat Oct 22 03:45:44 GMT 2022","12","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","tableParamsTest","tableParamsTest",""
"passed","Sat Oct 22 03:44:38 GMT 2022","Sat Oct 22 03:44:41 GMT 2022","2904","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByNameTest","lineByNameTest",""
"passed","Sat Oct 22 03:44:55 GMT 2022","Sat Oct 22 03:44:59 GMT 2022","3818","JDI-Light Performance","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactsTest","fillContactsTest",""
"passed","Sat Oct 22 03:44:59 GMT 2022","Sat Oct 22 03:45:01 GMT 2022","2576","JDI-Light Performance","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","loginTest","loginTest",""
"passed","Sat Oct 22 03:45:17 GMT 2022","Sat Oct 22 03:45:17 GMT 2022","366","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest","rowTableMatcherSingleTest",""
"passed","Sat Oct 22 03:44:44 GMT 2022","Sat Oct 22 03:44:45 GMT 2022","594","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableValidateTest","hugeTableValidateTest",""
"passed","Sat Oct 22 03:44:36 GMT 2022","Sat Oct 22 03:44:42 GMT 2022","6122","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest","bigDropdownTest",""
"passed","Sat Oct 22 03:44:45 GMT 2022","Sat Oct 22 03:44:45 GMT 2022","58","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest",""
"passed","Sat Oct 22 03:45:00 GMT 2022","Sat Oct 22 03:45:05 GMT 2022","5002","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","exactMatcherTest","exactMatcherTest",""
"passed","Sat Oct 22 03:44:45 GMT 2022","Sat Oct 22 03:44:55 GMT 2022","9691","JDI-Light Performance","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactFormTest","fillContactFormTest",""
"passed","Sat Oct 22 03:45:05 GMT 2022","Sat Oct 22 03:45:09 GMT 2022","4787","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","noRowsTest","noRowsTest",""
"passed","Sat Oct 22 03:44:42 GMT 2022","Sat Oct 22 03:44:44 GMT 2022","1982","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest","hugeTableSearchTest",""
"passed","Sat Oct 22 03:45:18 GMT 2022","Sat Oct 22 03:45:22 GMT 2022","3772","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowsAllTest","rowsAllTest",""
"passed","Sat Oct 22 03:45:10 GMT 2022","Sat Oct 22 03:45:14 GMT 2022","4211","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest","rowDataExactMatcherTest",""
"passed","Sat Oct 22 03:44:36 GMT 2022","Sat Oct 22 03:44:38 GMT 2022","1910","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByIndexTest","lineByIndexTest",""
"passed","Sat Oct 22 03:45:14 GMT 2022","Sat Oct 22 03:45:15 GMT 2022","1526","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataMatcherTest","rowDataMatcherTest",""
