"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","2","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataMatcherTest","rowDataMatcherTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","exactMatcherTest","exactMatcherTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","2","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowMatcherTest","rowMatcherTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","9","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest","hugeTableSearchTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","atLeastTest","atLeastTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","2","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherTest","rowTableMatcherTest",""
"broken","Sat Oct 22 02:06:00 GMT 2022","Sat Oct 22 02:06:10 GMT 2022","10376","JDI-Light Performance","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","loginTest","loginTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","11","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest","rowDataExactMatcherTest",""
"broken","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","openPerformancePage","openPerformancePage",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","4","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","tableChainTest","tableChainTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataFilterTest","dataFilterTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","valueTest","valueTest",""
"broken","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:06:00 GMT 2022","10423","JDI-Light Performance","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactsTest","fillContactsTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","linesFilterTest","linesFilterTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","5","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","allDataFilterTest","allDataFilterTest",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","menuTest","menuTest",""
"broken","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","before","before",""
"broken","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","before","before",""
"skipped","Sat Oct 22 02:05:49 GMT 2022","Sat Oct 22 02:05:49 GMT 2022","1","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnNameTest","dataColumnNameTest",""
